epoch,train_loss,train_acc,val_loss,val_acc
1,0.16469538517644536,0.9545575743724527,0.5638538261520677,0.7886032645880168
2,0.06788669500666128,0.9815259208471413,0.4888432880579353,0.8490665624083668
3,0.0455423481115347,0.9874300079990859,0.6693463464430404,0.7475711074186296
4,0.03477423022988348,0.989924960956843,0.41193246716276055,0.8931482748509432
5,0.030340675181621146,0.9904010970174837,0.649576034090081,0.798162447463591
6,0.025222930460668803,0.9922675503751952,0.44615839397717333,0.8768057863356465
7,0.02216236519727348,0.9931626861691997,0.7026639931411492,0.7754471703645782
8,0.018955861348892225,0.9937911857692454,0.6629541153255888,0.8167530055713029
9,0.01652613670923449,0.9946482306783987,0.4804404698023173,0.8508845665135373
10,0.01960856252979344,0.9934102769207329,0.5665158755745897,0.8808718600332324
11,0.012443200149439467,0.9955052755875519,0.8830803283545677,0.7594174567490959
12,0.010376777931155934,0.9964956385936845,0.6092142242943014,0.8612061382074089
13,0.010424968361632586,0.9964004113815564,0.6810059623522046,0.82068224025022
14,0.011886127951736904,0.9958861844360645,0.843719910100658,0.8362623399472192
15,0.01181626948866001,0.9960195025330438,0.7137323848548528,0.8318443944873424
16,0.007726935145732346,0.9973526835028378,0.7576858702043403,0.8391946046329782
17,0.0077032087407958695,0.9972955471755609,1.1307467053917175,0.7401036066855635
18,0.008053276022759308,0.9972003199634327,0.6206284031277168,0.888417554491252
19,0.006612964044219516,0.9975621833695196,0.61959997303387,0.8532890235558597
20,0.010011108060632155,0.9962861387270027,0.5867112717856942,0.8801485680774118
