epoch,train_loss,train_acc,val_loss,val_acc,model
20,0.1084015747437246,0.970231973488744,0.4532381716577838,0.8799726321962662,LiteECGCNN
1,0.4349751325419747,0.8823563021368986,0.4108628594424412,0.8997751930407585,LiteECGDSCNN
2,0.2568382415059875,0.9311888165162076,0.4036770795407608,0.9045450102629264,LiteECGDSCNN
3,0.2105161688623894,0.940273492553232,0.4273008256302619,0.8943602775877236,LiteECGDSCNN
4,0.1789330716760291,0.9485011236811032,0.4602096012668862,0.877724562603851,LiteECGDSCNN
5,0.1577831574588354,0.9549384832209652,0.4892992200665798,0.8745381683119929,LiteECGDSCNN
6,0.1429061276165366,0.9602902525425666,0.4848209737977296,0.8819665721825823,LiteECGDSCNN
7,0.1303579825319771,0.963489886870072,0.4576406165988401,0.8962369269866093,LiteECGDSCNN
8,0.1203071442182071,0.9663276577914904,0.6070999122730053,0.8240250219919851,LiteECGDSCNN
9,0.1125505430755075,0.9688987925189502,0.5169702731469427,0.8753005571302903,LiteECGDSCNN
10,0.1069682288448211,0.9703843370281492,0.5856482876588343,0.8374352458215228,LiteECGDSCNN
11,0.1027840508811951,0.9711652001676,0.5596300076073932,0.8607565242889258,LiteECGDSCNN
12,0.0975377065192829,0.9727078810040756,0.5307953246569569,0.8719773238197635,LiteECGDSCNN
13,0.0940748883138628,0.9736601531253573,0.5498116527588361,0.8679112501221777,LiteECGDSCNN
14,0.0894434733580022,0.9750695158648536,0.5084944791563876,0.87359984361255,LiteECGDSCNN
15,0.088220441264604,0.9751076067497048,0.473923286383289,0.8873032939106636,LiteECGDSCNN
16,0.0838524306345039,0.9765169694892012,0.5732833931963356,0.8536408953181507,LiteECGDSCNN
17,0.0816298773199994,0.9772026054165238,0.6586546999391147,0.829537679601212,LiteECGDSCNN
18,0.0797265522784067,0.977297832628652,0.7841781281056426,0.7848108689277685,LiteECGDSCNN
19,0.0776460464609996,0.9777930141317184,0.614852362500935,0.8365946632782719,LiteECGDSCNN
20,0.074981472170953,0.9781739229802308,0.5274631446415134,0.8707457726517447,LiteECGDSCNN
1,0.1646953851764453,0.9545575743724528,0.5638538261520677,0.7886032645880168,ResCNN
2,0.0678866950066612,0.9815259208471412,0.4888432880579353,0.8490665624083668,ResCNN
3,0.0455423481115347,0.987430007999086,0.6693463464430404,0.7475711074186296,ResCNN
4,0.0347742302298834,0.989924960956843,0.4119324671627605,0.8931482748509432,ResCNN
5,0.0303406751816211,0.9904010970174836,0.649576034090081,0.798162447463591,ResCNN
6,0.0252229304606688,0.9922675503751952,0.4461583939771733,0.8768057863356465,ResCNN
7,0.0221623651972734,0.9931626861691996,0.7026639931411492,0.7754471703645782,ResCNN
8,0.0189558613488922,0.9937911857692454,0.6629541153255888,0.8167530055713029,ResCNN
9,0.0165261367092344,0.9946482306783988,0.4804404698023173,0.8508845665135373,ResCNN
10,0.0196085625297934,0.9934102769207328,0.5665158755745897,0.8808718600332324,ResCNN
11,0.0124432001494394,0.995505275587552,0.8830803283545677,0.7594174567490959,ResCNN
12,0.0103767779311559,0.9964956385936844,0.6092142242943014,0.8612061382074089,ResCNN
13,0.0104249683616325,0.9964004113815564,0.6810059623522046,0.82068224025022,ResCNN
14,0.0118861279517369,0.9958861844360644,0.843719910100658,0.8362623399472192,ResCNN
15,0.01181626948866,0.9960195025330438,0.7137323848548528,0.8318443944873424,ResCNN
16,0.0077269351457323,0.9973526835028378,0.7576858702043403,0.8391946046329782,ResCNN
17,0.0077032087407958,0.9972955471755608,1.1307467053917175,0.7401036066855635,ResCNN
18,0.0080532760227593,0.9972003199634328,0.6206284031277168,0.888417554491252,ResCNN
19,0.0066129640442195,0.9975621833695196,0.61959997303387,0.8532890235558597,ResCNN
20,0.0100111080606321,0.9962861387270028,0.5867112717856942,0.8801485680774118,ResCNN
